key,week_num,value,date
W1,216,1412.12,1974-02-11
W1,217,1427.33,1974-02-18
W1,218,1410.73,1974-02-25
W1,219,1419.89,1974-03-04
W1,220,1415.62,1974-03-11
W1,221,1432.87,1974-03-18
W1,222,1419.8,1974-03-25
W1,223,1431.18,1974-04-01
W1,224,1427.47,1974-04-08
W1,225,1456.53,1974-04-15
W1,226,1450.54,1974-04-22
W1,227,1451.29,1974-04-29
W1,228,1439.78,1974-05-06
W1,229,1447.0,1974-05-13
W1,230,1445.32,1974-05-20
W1,231,1445.22,1974-05-27
W1,232,1449.25,1974-06-03
W1,233,1449.03,1974-06-10
W1,234,1467.07,1974-06-17
W1,235,1459.79,1974-06-24
W1,236,1480.04,1974-07-01
W1,237,1469.61,1974-07-08
W1,238,1494.4,1974-07-15
W1,239,1483.64,1974-07-22
W1,240,1478.1,1974-07-29
W1,241,1475.3,1974-08-05
W1,242,1485.24,1974-08-12
W1,243,1492.97,1974-08-19
W1,244,1487.99,1974-08-26
W1,245,1493.74,1974-09-02
W1,246,1488.81,1974-09-09
W1,247,1501.41,1974-09-16
W1,248,1495.13,1974-09-23
W1,249,1502.34,1974-09-30
W1,250,1502.34,1974-10-07
W1,251,1522.96,1974-10-14
W1,252,1517.37,1974-10-21
W1,253,1524.19,1974-10-28
W1,254,1517.35,1974-11-04
W1,255,1530.45,1974-11-11
W1,256,1552.41,1974-11-18
W1,257,1548.78,1974-11-25
W1,258,1549.89,1974-12-02
W1,259,1548.83,1974-12-09
W1,260,1568.12,1974-12-16
W1,261,1578.44,1974-12-23
W1,262,1589.07,1974-12-30
W1,263,1583.96,1975-01-06
W1,264,1565.02,1975-01-13
W1,265,1550.22,1975-01-20
W1,266,1536.18,1975-01-27
W1,267,1532.63,1975-02-03
W1,268,1525.6,1975-02-10
W1,269,1558.57,1975-02-17
W1,270,1538.14,1975-02-24
W1,271,1538.92,1975-03-03
W1,272,1536.2,1975-03-10
W1,273,1560.8,1975-03-17
W1,274,1554.16,1975-03-24
W1,275,1561.41,1975-03-31
W1,276,1572.1,1975-04-07
W1,277,1580.98,1975-04-14
W1,278,1592.4,1975-04-21
W1,279,1573.73,1975-04-28
W1,280,1572.15,1975-05-05
W1,281,1569.91,1975-05-12
W1,282,1589.12,1975-05-19
W1,283,1580.76,1975-05-26
W1,284,1590.04,1975-06-02
W1,285,1581.09,1975-06-09
W1,286,1587.53,1975-06-16
W1,287,1591.0,1975-06-23
W1,288,1599.84,1975-06-30
W1,289,1600.64,1975-07-07
W1,290,1612.6,1975-07-14
W1,291,1616.07,1975-07-21
W1,292,1571.77,1975-07-28
W1,293,1574.19,1975-08-04
W1,294,1571.17,1975-08-11
W1,295,1598.27,1975-08-18
W1,296,1585.0,1975-08-25
W1,297,1593.48,1975-09-01
W1,298,1586.78,1975-09-08
W1,299,1594.88,1975-09-15
W1,300,1597.5,1975-09-22
W1,301,1597.13,1975-09-29
W1,302,1593.57,1975-10-06
W1,303,1604.73,1975-10-13
W1,304,1625.44,1975-10-20
W1,305,1612.24,1975-10-27
W1,306,1618.84,1975-11-03
W1,307,1627.08,1975-11-10
W1,308,1618.46,1975-11-17
W1,309,1616.52,1975-11-24
W1,310,1621.51,1975-12-01
W1,311,1615.99,1975-12-08
W1,312,1634.22,1975-12-15
W1,313,1641.71,1975-12-22
W1,314,1648.36,1975-12-29
W1,315,1642.74,1976-01-05
W1,316,1617.67,1976-01-12
W1,317,1611.63,1976-01-19
W1,318,1583.6,1976-01-26
W1,319,1581.79,1976-02-02
W1,320,1578.06,1976-02-09
W1,321,1602.37,1976-02-16
W1,322,1592.55,1976-02-23
W1,323,1592.28,1976-03-01
W1,324,1580.45,1976-03-08
W1,325,1602.43,1976-03-15
W1,326,1603.37,1976-03-22
W1,327,1609.02,1976-03-29
W1,328,1602.77,1976-04-05
W1,329,1622.72,1976-04-12
W1,330,1641.64,1976-04-19
W1,331,1628.83,1976-04-26
W1,332,1630.54,1976-05-03
W1,333,1623.11,1976-05-10
W1,334,1641.48,1976-05-17
W1,335,1633.49,1976-05-24
W1,336,1630.57,1976-05-31
W1,337,1628.52,1976-06-07
W1,338,1638.64,1976-06-14
W1,339,1647.12,1976-06-21
W1,340,1647.84,1976-06-28
W1,341,1652.83,1976-07-05
W1,342,1660.76,1976-07-12
W1,343,1680.03,1976-07-19
W1,344,1652.56,1976-07-26
W1,345,1650.72,1976-08-02
W1,346,1652.96,1976-08-09
W1,347,1675.73,1976-08-16
W1,348,1666.22,1976-08-23
W1,349,1655.6,1976-08-30
W1,350,1641.69,1976-09-06
W1,351,1649.33,1976-09-13
W1,352,1654.42,1976-09-20
W1,353,1639.52,1976-09-27
W1,354,1634.68,1976-10-04
W1,355,1645.86,1976-10-11
W1,356,1669.74,1976-10-18
W1,357,1649.28,1976-10-25
W1,358,1648.14,1976-11-01
W1,359,1654.86,1976-11-08
W1,360,1680.04,1976-11-15
W1,361,1684.53,1976-11-22
W1,362,1688.09,1976-11-29
W1,363,1684.19,1976-12-06
W1,364,1702.55,1976-12-13
W1,365,1718.81,1976-12-20
W1,366,1724.13,1976-12-27
W1,367,1727.13,1977-01-03
W1,368,1699.95,1977-01-10
W1,369,1709.07,1977-01-17
W1,370,1674.52,1977-01-24
W1,371,1673.46,1977-01-31
W1,372,1662.22,1977-02-07
W1,373,1690.0,1977-02-14
W1,374,1675.73,1977-02-21
W1,375,1670.27,1977-02-28
W1,376,1644.38,1977-03-07
W1,377,1667.15,1977-03-14
W1,378,1670.29,1977-03-21
W1,379,1663.46,1977-03-28
W1,380,1664.09,1977-04-04
W1,381,1681.4,1977-04-11
W1,382,1709.82,1977-04-18
W1,383,1691.36,1977-04-25
W1,384,1692.06,1977-05-02
W1,385,1691.35,1977-05-09
W1,386,1708.85,1977-05-16
W1,387,1699.94,1977-05-23
W1,388,1710.5,1977-05-30
W1,389,1706.91,1977-06-06
W1,390,1722.57,1977-06-13
W1,391,1721.53,1977-06-20
W1,392,1717.97,1977-06-27
W1,393,1729.24,1977-07-04
W1,394,1730.01,1977-07-11
W1,395,1753.74,1977-07-18
W1,396,1725.19,1977-07-25
W1,397,1726.91,1977-08-01
W1,398,1731.34,1977-08-08
W1,399,1752.91,1977-08-15
W1,400,1744.57,1977-08-22
W1,401,1737.15,1977-08-29
W1,402,1731.27,1977-09-05
W1,403,1734.32,1977-09-12
W1,404,1743.73,1977-09-19
W1,405,1725.66,1977-09-26
W1,406,1732.89,1977-10-03
W1,407,1738.51,1977-10-10
W1,408,1770.24,1977-10-17
W1,409,1752.58,1977-10-24
W1,410,1752.55,1977-10-31
W1,411,1756.78,1977-11-07
W1,412,1781.23,1977-11-14
W1,413,1784.75,1977-11-21
W1,414,1787.28,1977-11-28
W1,415,1783.39,1977-12-05
W1,416,1798.04,1977-12-12
W1,417,1819.58,1977-12-19
W1,418,1825.38,1977-12-26
W1,419,1825.17,1978-01-02
W1,420,1796.43,1978-01-09
W1,421,1796.73,1978-01-16
W1,422,1768.03,1978-01-23
W1,423,1760.91,1978-01-30
W1,424,1755.55,1978-02-06
W1,425,1773.14,1978-02-13
W1,426,1781.18,1978-02-20
W1,427,1776.27,1978-02-27
W1,428,1759.5,1978-03-06
W1,429,1767.89,1978-03-13
W1,430,1785.2,1978-03-20
W1,431,1777.61,1978-03-27
W1,432,1785.15,1978-04-03
W1,433,1792.96,1978-04-10
W1,434,1817.73,1978-04-17
W1,435,1800.4,1978-04-24
W1,436,1807.62,1978-05-01
W1,437,1805.44,1978-05-08
W1,438,1817.04,1978-05-15
W1,439,1815.71,1978-05-22
W1,440,1821.97,1978-05-29
W1,441,1826.32,1978-06-05
W1,442,1829.99,1978-06-12
W1,443,1840.45,1978-06-19
W1,444,1834.79,1978-06-26
W1,445,1853.1,1978-07-03
W1,446,1846.92,1978-07-10
W1,447,1871.99,1978-07-17
W1,448,1842.62,1978-07-24
W1,449,1846.77,1978-07-31
W1,450,1848.29,1978-08-07
W1,451,1862.38,1978-08-14
W1,452,1860.31,1978-08-21
W1,453,1849.8,1978-08-28
W1,454,1851.04,1978-09-04
W1,455,1848.35,1978-09-11
W1,456,1861.08,1978-09-18
W1,457,1837.61,1978-09-25
W1,458,1847.09,1978-10-02
W1,459,1854.98,1978-10-09
W1,460,1878.12,1978-10-16
W1,461,1873.27,1978-10-23
W1,462,1861.79,1978-10-30
W1,463,1870.41,1978-11-06
W1,464,1891.76,1978-11-13
W1,465,1904.36,1978-11-20
W1,466,1904.27,1978-11-27
W1,467,1901.24,1978-12-04
W1,468,1905.21,1978-12-11
W1,469,1932.65,1978-12-18
W1,470,1934.77,1978-12-25
W1,471,1954.06,1979-01-01
W1,472,1933.92,1979-01-08
W1,473,1916.5,1979-01-15
W1,474,1893.98,1979-01-22
W1,475,1881.89,1979-01-29
W1,476,1869.54,1979-02-05
W1,477,1869.54,1979-02-12
W1,478,1866.28,1979-02-19
W1,479,1866.28,1979-02-26
W1,480,1889.43,1979-03-05
W1,481,1889.43,1979-03-12
W1,482,1887.93,1979-03-19
W1,483,1887.93,1979-03-26
W1,484,1914.96,1979-04-02
W1,485,1914.96,1979-04-09
W1,486,1928.03,1979-04-16
W1,487,1928.03,1979-04-23
W1,488,1923.56,1979-04-30
W1,489,1923.56,1979-05-07
W1,490,1927.04,1979-05-14
W1,491,1927.04,1979-05-21
W1,492,1935.46,1979-05-28
W1,493,1935.46,1979-06-04
W1,494,1962.19,1979-06-11
W1,495,1962.19,1979-06-18
W1,496,1962.52,1979-06-25
W1,497,1962.52,1979-07-02
W1,498,1987.75,1979-07-09
W1,499,1987.75,1979-07-16
W1,500,1964.92,1979-07-23
W1,501,1964.92,1979-07-30
W1,502,1973.21,1979-08-06
W1,503,1973.21,1979-08-13
W1,504,1958.92,1979-08-20
W1,505,1958.92,1979-08-27
W1,506,1986.5,1979-09-03
W1,507,1986.5,1979-09-10
W1,508,1971.9,1979-09-17
W1,509,1971.9,1979-09-24
W1,510,1981.22,1979-10-01
W1,511,1981.22,1979-10-08
W1,512,1977.32,1979-10-15
W1,513,1977.32,1979-10-22
W1,514,1986.97,1979-10-29
W1,515,1986.97,1979-11-05
W1,516,2005.04,1979-11-12
W1,517,2005.04,1979-11-19
W1,518,2022.02,1979-11-26
W1,519,2022.02,1979-12-03
W1,520,2038.61,1979-12-10
W1,521,2038.61,1979-12-17
W1,522,2070.1,1979-12-24
W1,523,2070.1,1979-12-31
W1,524,2061.95,1980-01-07
W1,525,2061.95,1980-01-14
W1,526,1998.65,1980-01-21
W1,527,1998.65,1980-01-28
W1,528,1996.39,1980-02-04
W1,529,1996.39,1980-02-11
W1,530,2005.66,1980-02-18
W1,531,2005.66,1980-02-25
W1,532,2030.36,1980-03-03
W1,533,2030.36,1980-03-10
W1,534,2019.1,1980-03-17
W1,535,2019.1,1980-03-24
W1,536,2045.24,1980-03-31
W1,537,2045.24,1980-04-07
W1,538,2062.16,1980-04-14
W1,539,2062.16,1980-04-21
W1,540,2055.12,1980-04-28
W1,541,2055.12,1980-05-05
W1,542,2063.08,1980-05-12
W1,543,2063.08,1980-05-19
W1,544,2083.36,1980-05-26
W1,545,2083.36,1980-06-02
W1,546,2107.56,1980-06-09
W1,547,2107.56,1980-06-16
W1,548,2104.76,1980-06-23
W1,549,2104.76,1980-06-30
W1,550,2139.23,1980-07-07
W1,551,2139.23,1980-07-14
W1,552,2110.19,1980-07-21
W1,553,2110.19,1980-07-28
W1,554,2130.61,1980-08-04
W1,555,2130.61,1980-08-11
W1,556,2120.87,1980-08-18
W1,557,2120.87,1980-08-25
W1,558,2149.29,1980-09-01
W1,559,2149.29,1980-09-08
W1,560,2144.04,1980-09-15
W1,561,2144.04,1980-09-22
W1,562,2148.68,1980-09-29
W1,563,2148.68,1980-10-06
W1,564,2164.36,1980-10-13
W1,565,2164.36,1980-10-20
W1,566,2165.12,1980-10-27
W1,567,2165.12,1980-11-03
W1,568,2193.54,1980-11-10
W1,569,2193.54,1980-11-17
W1,570,2214.92,1980-11-24
W1,571,2214.92,1980-12-01
W1,572,2241.55,1980-12-08
W1,573,2241.55,1980-12-15
W1,574,2263.28,1980-12-22
W1,575,2263.28,1980-12-29
W1,576,2257.27,1981-01-05
W1,577,2257.27,1981-01-12
W1,578,2180.94,1981-01-19
W1,579,2180.94,1981-01-26
W1,580,2164.02,1981-02-02
W1,581,2164.02,1981-02-09
W1,582,2184.79,1981-02-16
W1,583,2184.79,1981-02-23
W1,584,2208.71,1981-03-02
W1,585,2208.71,1981-03-09
W1,586,2208.73,1981-03-16
W1,587,2208.73,1981-03-23
W1,588,2238.69,1981-03-30
W1,589,2238.69,1981-04-06
W1,590,2258.65,1981-04-13
W1,591,2258.65,1981-04-20
W1,592,2249.96,1981-04-27
W1,593,2249.96,1981-05-04
W1,594,2259.93,1981-05-11
W1,595,2259.93,1981-05-18
W1,596,2280.25,1981-05-25
W1,597,2280.25,1981-06-01
W1,598,2308.44,1981-06-08
W1,599,2308.44,1981-06-15
W1,600,2300.26,1981-06-22
W1,601,2300.26,1981-06-29
W1,602,2345.69,1981-07-06
W1,603,2345.69,1981-07-13
W1,604,2318.34,1981-07-20
W1,605,2318.34,1981-07-27
W1,606,2330.76,1981-08-03
W1,607,2330.76,1981-08-10
W1,608,2327.52,1981-08-17
W1,609,2327.52,1981-08-24
W1,610,2354.56,1981-08-31
W1,611,2354.56,1981-09-07
W1,612,2349.96,1981-09-14
W1,613,2349.96,1981-09-21
W1,614,2348.02,1981-09-28
W1,615,2348.02,1981-10-05
W1,616,2377.16,1981-10-12
W1,617,2377.16,1981-10-19
W1,618,2378.57,1981-10-26
W1,619,2378.57,1981-11-02
W1,620,2420.23,1981-11-09
W1,621,2420.23,1981-11-16
W1,622,2437.26,1981-11-23
W1,623,2437.26,1981-11-30
W1,624,2465.88,1981-12-07
W1,625,2465.88,1981-12-14
W1,626,2517.12,1981-12-21
W1,627,2517.12,1981-12-28
W1,628,2512.01,1982-01-04
W1,629,2512.01,1982-01-11
W1,630,2438.36,1982-01-18
W1,631,2438.36,1982-01-25
W1,632,2418.6,1982-02-01
W1,633,2418.6,1982-02-08
W1,634,2425.18,1982-02-15
W1,635,2425.18,1982-02-22
W1,636,2443.29,1982-03-01
W1,637,2443.29,1982-03-08
W1,638,2443.67,1982-03-15
W1,639,2443.67,1982-03-22
W1,640,2465.42,1982-03-29
W1,641,2465.42,1982-04-05
W1,642,2511.94,1982-04-12
W1,643,2511.94,1982-04-19
W1,644,2497.89,1982-04-26
W1,645,2497.89,1982-05-03
W1,646,2502.26,1982-05-10
W1,647,2502.26,1982-05-17
W1,648,2515.0,1982-05-24
W1,649,2515.0,1982-05-31
W1,650,2539.77,1982-06-07
W1,651,2539.77,1982-06-14
W1,652,2519.69,1982-06-21
W1,653,2519.69,1982-06-28
W1,654,2563.68,1982-07-05
W1,655,2563.68,1982-07-12
W1,656,2534.43,1982-07-19
W1,657,2534.43,1982-07-26
W1,658,2547.75,1982-08-02
W1,659,2547.75,1982-08-09
W1,660,2540.0,1982-08-16
W1,661,2540.0,1982-08-23
W1,662,2556.06,1982-08-30
W1,663,2556.06,1982-09-06
W1,664,2569.3,1982-09-13
W1,665,2569.3,1982-09-20
W1,666,2557.51,1982-09-27
W1,667,2557.51,1982-10-04
W1,668,2577.22,1982-10-11
W1,669,2577.22,1982-10-18
W1,670,2603.11,1982-10-25
W1,671,2603.11,1982-11-01
W1,672,2621.44,1982-11-08
W1,673,2621.44,1982-11-15
W1,674,2632.91,1982-11-22
W1,675,2632.91,1982-11-29
W1,676,2663.12,1982-12-06
W1,677,2663.12,1982-12-13
W1,678,2677.32,1982-12-20
W1,679,2677.32,1982-12-27
W1,680,2700.34,1983-01-03
W1,681,2700.34,1983-01-10
W1,682,2645.35,1983-01-17
W1,683,2645.35,1983-01-24
W1,684,2599.68,1983-01-31
W1,685,2599.68,1983-02-07
W1,686,2608.15,1983-02-14
W1,687,2608.15,1983-02-21
W1,688,2619.84,1983-02-28
W1,689,2619.84,1983-03-07
W1,690,2630.89,1983-03-14
W1,691,2630.89,1983-03-21
W1,692,2654.92,1983-03-28
W1,693,2654.92,1983-04-04
W1,694,2698.76,1983-04-11
W1,695,2698.76,1983-04-18
W1,696,2682.23,1983-04-25
W1,697,2682.23,1983-05-02
W1,698,2689.55,1983-05-09
W1,699,2689.55,1983-05-16
W1,700,2688.66,1983-05-23
W1,701,2688.66,1983-05-30
W1,702,2738.44,1983-06-06
W1,703,2738.44,1983-06-13
W1,704,2723.16,1983-06-20
W1,705,2723.16,1983-06-27
W1,706,2773.28,1983-07-04
W1,707,2773.28,1983-07-11
W1,708,2746.44,1983-07-18
W1,709,2746.44,1983-07-25
W1,710,2751.58,1983-08-01
W1,711,2751.58,1983-08-08
W1,712,2744.69,1983-08-15
W1,713,2744.69,1983-08-22
W1,714,2749.87,1983-08-29
W1,715,2749.87,1983-09-05
W1,716,2761.59,1983-09-12
W1,717,2761.59,1983-09-19
W1,718,2739.79,1983-09-26
W1,719,2739.79,1983-10-03
W1,720,2761.69,1983-10-10
W1,721,2761.69,1983-10-17
W1,722,2752.0,1983-10-24
W1,723,2752.0,1983-10-31
W1,724,2798.66,1983-11-07
W1,725,2798.66,1983-11-14
W1,726,2790.18,1983-11-21
W1,727,2790.18,1983-11-28
W1,728,2826.6,1983-12-05
W1,729,2826.6,1983-12-12
W1,730,2841.23,1983-12-19
W1,731,2841.23,1983-12-26
W1,732,2875.06,1984-01-02
W1,733,2875.06,1984-01-09
W1,734,2813.81,1984-01-16
W1,735,2813.81,1984-01-23
W1,736,2742.05,1984-01-30
W1,737,2742.05,1984-02-06
W1,738,2749.71,1984-02-13
W1,739,2749.71,1984-02-20
W1,740,2773.91,1984-02-27
W1,741,2773.91,1984-03-05
W1,742,2791.19,1984-03-12
W1,743,2791.19,1984-03-19
W1,744,2795.14,1984-03-26
W1,745,2795.14,1984-04-02
W1,746,2825.2,1984-04-09
W1,747,2825.2,1984-04-16
W1,748,2814.61,1984-04-23
W1,749,2814.61,1984-04-30
W1,750,2811.56,1984-05-07
W1,751,2811.56,1984-05-14
W1,752,2798.23,1984-05-21
W1,753,2798.23,1984-05-28
W1,754,2844.75,1984-06-04
W1,755,2844.75,1984-06-11
W1,756,2823.08,1984-06-18
W1,757,2823.08,1984-06-25
W1,758,2875.8,1984-07-02
W1,759,2875.8,1984-07-09
W1,760,2847.47,1984-07-16
W1,761,2847.47,1984-07-23
W1,762,2838.63,1984-07-30
W1,763,2838.63,1984-08-06
W1,764,2838.79,1984-08-13
W1,765,2838.79,1984-08-20
W1,766,2838.02,1984-08-27
W1,767,2838.02,1984-09-03
W1,768,2855.66,1984-09-10
W1,769,2855.66,1984-09-17
W1,770,2820.35,1984-09-24
W1,771,2820.35,1984-10-01
W1,772,2852.42,1984-10-08
W1,773,2852.42,1984-10-15
W1,774,2838.36,1984-10-22
W1,775,2838.36,1984-10-29
W1,776,2872.48,1984-11-05
W1,777,2872.48,1984-11-12
W1,778,2883.47,1984-11-19
W1,779,2883.47,1984-11-26
W1,780,2922.56,1984-12-03
W1,781,2922.56,1984-12-10
W1,782,2950.32,1984-12-17
W1,783,2950.32,1984-12-24
W1,784,2985.62,1984-12-31
W1,785,2985.62,1985-01-07
W1,786,2931.31,1985-01-14
W1,787,2931.31,1985-01-21
W1,788,2853.78,1985-01-28
W1,789,2853.78,1985-02-04
W1,790,2876.13,1985-02-11
W1,791,2876.13,1985-02-18
W1,792,2902.73,1985-02-25
W1,793,2902.73,1985-03-04
W1,794,2929.1,1985-03-11
W1,795,2929.1,1985-03-18
W1,796,2931.83,1985-03-25
W1,797,2931.83,1985-04-01
W1,798,2987.66,1985-04-08
W1,799,2987.66,1985-04-15
W1,800,2972.22,1985-04-22
W1,801,2972.22,1985-04-29
W1,802,2979.25,1985-05-06
W1,803,2979.25,1985-05-13
W1,804,2963.12,1985-05-20
W1,805,2963.12,1985-05-27
W1,806,3018.94,1985-06-03
W1,807,3018.94,1985-06-10
W1,808,3009.63,1985-06-17
W1,809,3009.63,1985-06-24
W1,810,3047.19,1985-07-01
W1,811,3047.19,1985-07-08
W1,812,3034.68,1985-07-15
W1,813,3034.68,1985-07-22
W1,814,3033.44,1985-07-29
W1,815,3033.44,1985-08-05
W1,816,3054.08,1985-08-12
W1,817,3054.08,1985-08-19
W1,818,3063.43,1985-08-26
W1,819,3063.43,1985-09-02
W1,820,3097.71,1985-09-09
W1,821,3097.71,1985-09-16
W1,822,3065.9,1985-09-23
W1,823,3065.9,1985-09-30
